mailingAddr1,totalActualVal
4285 51ST ST,460000
5163 INDEPENDENCE RD,336600
5163 INDEPENDENCE RD,5283
HIGHWAY OFFICE BLDG,10000
7019 HARVEST RD,491400
5291 SPOTTED HORSE TR,513400
JERRY DEAN LUMPE JR,503000
6808 HARVEST RD,387700
5074 COTTONWOOD DR,683600
5074 COTTONWOOD DR,683600
6861 ROARING FORK TRL,398200
6902 FRYING PAN RD,376700
5131 IDYLWILD TRL,1107400
6914 FRYING PAN RD,546900
6910 FRYING PAN RD,660000
5273 IDYLWILD TRL,641700
7014 ROARING FORK TRAIL,645700
5085 COTTONWOOD DR,472500
7350 CLUBHOUSE RD,800
2525 TAFT DR APT 319,521500
PO BOX 12375,107100
7350 CLUBHOUSE RD,70900
7350 CLUBHOUSE RD,296900
7035 YAMPA CT,524700
5311 IDYLWILD TRL,641900
5331 LICHEN PL,455000
5087 IDYLWILD TRL,642200
6907 ROARING FORK TR,494300
1420 MOSS ROCK PL,384000
6882 HARVEST RD,451700
KRISTIE M HILDERBRAND-WHITE,395500
6831 FRYING PAN RD,492200
6932 CORDWOOD CT,514000
6830 ROARING FORK TR,437900
100 CRESCENT CT STE 200,10570200
7031 ROARING FORK TRL,517300
6923 HUNTER PL,474700
13155 NOEL RD 100 LB73,30500000
TATIANA VAZIOULINA,524900
6755 HARVEST RD,378800
5320 SPOTTED HORSE TRL,439600
2595 CANYON BLVD STE 200,405000
6850 FRYING PAN RD,486000
6862 FRYING PAN RD,526400
5067 COTTONWOOD DR,430500
6878 ROARING FORK TRL,461500
5245 IDYLWILD TRL,950000
6930 HUNTER PL,482100
4813 GIBBS AVE,588100
7042 ROARING FORK TRL,711600
5089 IDYLWILD TRL,505700
6285 LOOKOUT RD,7062300
6925 FRYING PAN RD,419200
7090 ROARING FORK TRL,1014200
7090 ROARING FORK TRL,500000
5064 COTTONWOOD DR,415100
5075 COTTONWOOD DR,468600
8616 MAIN ST SUITE 2,190000
8616 MAIN ST SUITE 2,190000
8616 MAIN ST SUITE 2,750600
8616 MAIN ST SUITE 2,750600
7060 HARVEST RD,503600
5361 LICHEN PL,416800
5312 LICHEN PL,478100
5060 COTTONWOOD DR,485900
5112 IDYLWILD TRL,543700
5098 COTTONWOOD DR,407000
8616 MAIN ST SUITE 2,190000
8616 MAIN ST SUITE 2,190000
5078 COTTONWOOD DR,503700
6839 HARVEST RD,375300
6821 HARVEST RD,394000
PO BOX 20668,403300
6795 HARVEST RD,367600
5328 SUN DIAL PL,461000
5171 IDYLWILD TRL,617900
507 CANYON BLVD,1323800
1600 BROADWAY,393600
5330 LICHEN PL,486500
6922 HUNTER PL,507000
2889 VALMONT RD,303900
6984 HUNTER PL,476300
5275 LICHEN PL,565300
6920 HUNTER PL,556800
5262 SPOTTED HORSE TRAIL,484500
511-B SIMONDS LOOP,549100
5339 IDYLWILD TRL,576500
6919 FRYING PAN RD,666700
6960 ROARING FORK TR,976700
6985 HARVEST RD,445400
5259 IDYLWILD TR,603500
6869 HARVEST RD,391200
6881 HARVEST RD,365600
6897 HARVEST RD,385800
6909 HARVEST RD,425000
6921 HARVEST RD,302800
6941 HARVEST RD,415900
6955 HARVEST RD,427900
6969 HARVEST RD,490000
5292 LICHEN PL,465400
6917 HUNTER PL,453500
6916 HUNTER PL,455600
5290 SPOTTED HORSE TR,474700
5302 IDYLWILD TRL,526900
5274 IDYLWILD TRL,443400
5260 IDYLWILD TRL,447600
5230 IDYLWILD TRL,441900
6829 ROARING FORK TR,471100
6788 HARVEST RD,773100
5195 IDYLWILD TR,1072400
5183 IDYLWILD TRL,776200
6861 FRYING PAN RD,506900
6861 FRYING PAN RD,506900
5160 IDYLWILD TRL,413100
MARK THORPE/PICTURE WOODS,1438000
5280 SUN DIAL PL,455800
3919 VIERRA ST,598300
5220 SPOTTED HORSE TRL,498300
5145 IDYLWILD TR,665700
5261 IDYLWILD TR,476200
PARTNERSHIP LLLP,12460700
PARTNERSHIP LLLP,12460700
5068 COTTONWOOD DR,662000
6889 FRYING PAN RD,415100
PO BOX 11031,393500
5066 COTTONWOOD DR,440200
PO BOX 17850,424900
5113 IDYLWILD TRL,637900
7705 FAIRVIEW RD,477000
7030 ROARING FORK TRL,1056700
7005 ROARING FORK TRL,550000
6889 ROARING FORK TRL,453400
6966 HARVEST RD,465100
6888 ROARING FORK TRL,396300
6910 CORDWOOD CT,554000
6979 ROARING FORK TR,486200
5278 SPOTTED HORSE TRL,478200
5292 IDYLWILD TRAIL,485900
7032 ROARING FORK TRL,667100
5127 IDYLWILD TRL,547600
6949 ROARING FORK TRL,774300
BETTY LIVING TRUST,723400
5241 SPOTTED HORSE,671700
PO BOX 4144,899700
5240 SUN DIAL PL,471100
7006 ROARING FORK TRL,608900
5250 LICHEN PL,481900
5338 SPOTTED HORSE TRL,467200
6997 ROARING FORK TRL,537700
7075 ROARING FORK TRL,513200
5310 SPOTTED HORSE TRL,482200
7037 YAMPA CT,510700
325 BOSTON POST RD 1D,430500
6972 ROARING FORK TRL,665600
5093 COTTONWOOD DR,365300
6862 ROARING FORK TRL,480600
5063 IDYLWILD TRL,670600
5291 LICHEN PL,451600
7091 ROARING FORK TR,797900
5329 SUN DIAL PL,424600
6955 CORDWOOD CT,916600
7047 YAMPA CT,553200
7013 ROARING FORK TRL,519100
6890 FRYING PAN RD,578100
6890 FRYING PAN RD,578100
5242 SUN DIAL PL,468900
5270 SUN DIAL PL,473000
5229 IDYLWILD TR,696200
6781 HARVEST RD,330600
5221 SPOTTED HORSE TRL,442000
4577 APPLE WAY,416400
GAY ROHRER LIVING TRUST,474900
6986 HUNTER PL,478100
6915 CORDWOOD CT,507300
5343 SUN DIAL PL,435700
6844 ROARING FORK TRL,432600
5310 SUN DIAL PL,407000
6982 HUNTER PL,480300
6980 HUNTER PL,583800
6960 HUNTER PL,651600
6960 HUNTER PL,651600
KELLY ANNE HILDEBRANDT,428900
5218 IDYLWILD TR,452000
5218 IDYLWILD TR,452000
6939 CORDWOOD CT,386600
5242 SPOTTED HORSE TRL,489900
6919 HUNTER PL,503300
6873 FRYING PAN RD,731600
6845 FRYING PAN RD,511500
5332 SPOTTED HORSE TRL,542100
5332 SPOTTED HORSE TRL,542100
6878 FRYING PAN RD,448000
5241 LICHEN PL,474800
5241 LICHEN PL,474800
7041 YAMPA CT,503800
SARAH L GIBBS-HOAGLAND,570700
7017 ROARING FORK TRL,474900
6950 CORDWOOD CT,738400
6918 HUNTER PL,519500
4867 VALHALLA DR,420400
5084 COTTONWOOD DR,502600
6946 HUNTER PL,651500
5311 SUN DIAL PL,418700
6965 ROARING FORK TRL,417300
5291 SUNDIAL PL,409000
6922 FRYING PAN RD,1465100
7033 ROARING FORK TR,504200
5345 LICHEN PL,434200
5246 IDYLWILD TRL,376400
5065 COTTONWOOD DR,631800
6944 CORDWOOD CT,496800
5091 IDYLWILD TR,531300
7060 ROARING FORK TR,647100
6990 ROARING FORK TR,1009300
6942 ROARING FORK TRL,805300
5076 COTTONWOOD DR,659600
5070 COTTONWOOD DR,403800
6930 ROARING FORK TRL,572900
507 CANYON BLVD,471600
525 CANYON BLVD,0
6755 HARVEST RD,1497900
6755 HARVEST RD,1497900
6919 ROARING FORK TR,490100
5072 COTTONWOOD DR,494400
5061 COTTONWOOD DR,559600
5271 SPOTTED HORSE TR,385800
821 FOURMILE CANYON DR,258800
822 FRED RD,341900
724 FOURMILE CANYON DR,472300
1074 POORMAN RD,265800
58 ARROYO CHICO RD,478700
265 FOURMILE CANYON DR,599600
PO BOX 471,19300
PO BOX 471,10600
6556 FOUR MILE CANYON DR,87600
PO BOX 471,129600
7336 FOURMILE CANYON DR,113800
PO BOX 471,3000
PO BOX 471,385600
HUDSON,398297
498 CANYONSIDE DR,255300
1107 FOURMILE CANYON DR,434900
950 SALINA MOUNTAIN RD,65800
PO BOX 4792,2600
16 ALPINE GULCH RD,2900
PO BOX 4944,309800
4369 FOUR MILE CANYON DR,1900
357 CANYONSIDE DR,533700
381 FOURMILE CANYON DR,62300
839 GOLD RUN RD,316200
215 SHUPE CIR UNIT 205,3900
1925 FOUR MILE CANYON DR,259500
135 BLUE RIBBON RD,452200
1177 FOURMILE CANYON DR,264600
371 LOGAN MILL RD,250000
165 LOGAN MILL RD,411607
414 GOLD RUN RD,324000
637 GOLD RUN RD,172400
165 LOGAN MILL RD,69800
3476 FOUR MILE CANYON DR,174000
93 CAMINO BOSQUE,289800
1267 FOURMILE CANYON DR,313600
88 ARROYO CHICO,640600
1925 FOURMILE CANYON DR,132900
3642 FOUR MILE CANYON DR,325900
167 CRISMAN,279800
167 CRISMAN,23200
722 FOURMILE CANYON DR,270200
6148 FOURMILE CANYON DR,50
6266 FOURMILE CANYON DR,4500
6148 FOURMILE CANYON DR,100
P O BOX 471,100
217 CANYONSIDE DR,268100
825 POORMAN RD,633900
939 POORMAN RD,226200
939 POORMAN RD,398000
967 POORMAN RD,379500
819 FOURMILE CANYON DR,283600
P O BOX 471,133800
P O BOX 791,179800
186 CANON PARK,138200
401 CAMINO BOSQUE,628800
4505 SQUIRES CIR,319500
4505 SQUIRES CIR,319500
58 ARROYO CHICO RD,11400
853 FOURMILE CANYON DR,230300
1311 POORMAN RD,363500
1105 E SKYLINE DR,109100
P O BOX 18748,105600
1996 FOURMILE CANYON DR,591300
1996 FOURMILE CANYON DR,591300
1061 FOURMILE CANYON DR,364200
2450 FOURMILE CANYON DR,295600
5309 E FLOWER ST,263400
4369 FOURMILE CANYON DR,236500
8850 VALMONT RD,17100
2525 ARAPAHOE AVE UNIT E4 PMB 254,423000
PO BOX 4147,100
6 PACKER GULCH,6900
REVOCABLE TRUST,453800
297 FOURMILE CANYON DR,322600
770 LOGAN MILL RD,323800
214 ARROYO CHICO,425000
3330 FOURMILE CANYON DR,333800
155 LOGAN MILL RD,48500
PO BOX 4147,3800
425 LOGAN MILL RD,407500
3825 BIRCHWOOD DR,500
387 CAMINO BOSQUE,309800
785 FOUR MILE CANYON RD,381100
496 ESCAPE ROUTE RTE,284800
208 PACKER GULCH RD,265800
PO BOX E,477600
111 ALASKA RD,278200
6266 FOURMILE CANYON DR,77600
PO BOX 402,4000
239 76TH ST,23400
239 76TH ST,147900
89 CAMINO BOSQUE,449800
215 SHUPE CIR UNIT 205,5800
215 SHUPE CIR UNIT 205,96200
74 ARROYO CHICO,526700
2510 TAFT DR UNIT 321,220900
466 LOGAN MILL RD,310900
3671 INWOOD DR,433800
PO BOX 4680,32800
515 POORMAN RD,551500
653 TIMBER VIEW CT,152300
REGINA M DALY,367800
1925 FOUR MILE CANYON DR,691200
3815 SOUTH WEST TEMPLE,328500
684 POORMAN RD,676800
758 POORMAN RD,395200
635 FOURMILE CANYON DR,470600
2300 IRIS AVE,2200
703 FOURMILE CANYON DR,523800
1109 FOURMILE CANYON DR,370000
PO BOX 1698,900
1057 FOURMILE CANYON DR,296200
16 CAMINO BOSQUE,782600
1033 FOURMILE CANYON DR,293600
1925 FOURMILE CANYON DR,364800
7336 FOURMILE CANYON DR,13100
1777 BROADWAY,200
267 FOURMILE CANYON DR,247200
4389 FOURMILE CANYON DR,95700
99 ARROYO CHICO,420406
PO BOX 471,63000
490 GOLD RUN RD,137200
490 GOLD RUN RD,137200
2685 CRESTRIDGE CT,244600
2685 CRESTRIDGE CT,244600
728 FOURMILE CANYON DR,363000
4900 FOURMILE CANYON DR,242100
4472 FOURMILE CANYON DR,5200
4472 FOURMILE CANYON DR,5200
3704 BRADLEY LN,525800
3704 BRADLEY LN,525800
PO BOX 1698,1136400
104 E RUELLE,345700
2 CANYONSIDE DR,213100
296 CANYONSIDE DR,183900
296 CANYONSIDE DR,183900
370 CANYONSIDE DR,335000
16734 NAVARRO DR,78500
433 CANYONSIDE DR,703000
531 CANYONSIDE DR,400800
PO BOX 149,217400
750 WEAVER DAIRY RD APT 182,42200
167 CRISMAN,203800
3644 FOURMILE CANYON DR,344800
6224 FOURMILE CANYON DR,188900
6224 FOURMILE CANYON DR,188900
6224 FOURMILE CANYON DR,9400
1615 SUNSHINE DRIVE,367800
240 DIXON RD,40000
12 WOODSTONE SQUARE,678000
12 WOODSTONE SQUARE,678000
12 WOODSTONE SQUARE,678000
12 WOODSTONE SQUARE,678000
12 WOODSTONE SQUARE,678000
12 WOODSTONE SQUARE,678000
6311 SUNSHINE CANYON DR,622300
6148 FOURMILE CANYON DR,66700
907 FOURMILE CANYON DR,313500
683 FOURMILE CANYON DR,193300
425 E 13TH ST APT PHB,1300
1627 GOLD RUN,24600
1627 GOLD RUN RD,24100
1627 GOLD RUN RD,56800
335 INCA PKY,189300
PO BOX 189010,326800
300 ARAPAHOE AVE,144500
91 CAMINO BOSQUE,390700
5021 QUITMAN ST,255000
5021 QUITMAN ST,255000
1687 FOURMILE CANYON DR,201700
181 CAMINO BOSQUE,385700
1830 HORSE CREEK RD,18600
2525 TAFT DR,3900
1377 TAMARACK AVE,26300
155 LOGAN MILL RD,152900
P O BOX 471,2500
PO BOX 4575,299
PO BOX 4944,19110
5130 E 18TH AVE,13759
5130 E 18TH AVE,13759
PO BOX 4575,46
PO BOX 4575,105
350 FOURMILE CANYON DR,397200
486 FOURMILE CANYON DR,305900
3433 E 123RD AVE,170400
3433 E 123RD AVE,170400
3433 E 123RD AVE,170400
1638 E 17TH PL,1100
1105 E SKYLINE DR,48900
2525 TAFT DR APT 415,234500
P O BOX 471,92000
909 EGGLESTON ST,151700
1685 FOURMILE CANYON DR,232600
7210 FOURMILE CANYON DR,217800
505 UNIVERSITY AVE,282000
7210 FOURMILE CANYON DR,100
PO BOX 548,3600
102 SALINA MOUNTAIN RD,319400
3914 ORCHARD CT,590
2696 FOURMILE CANYON,742800
31201 PALMA DRIVE,3300
257 DAHLIA ST,150800
1590 KINGWOOD,3600
7183 ARAPAHOE RD,164100
4234 I 75 BUS SPUR 170,3100
2126 S GILPIN,3500
2593 W 135TH AVE,700
PO BOX 4147,2200
526 RIM RD,20700
5898 FOURMILE CANYON DR,164700
414 GOLD RUN RD,253900
5015 MERRITT DR,65900
508 RIM RD,265400
16 ALPINE GULCH RD,166900
25 CRISMAN,100
PO BOX 1655,235300
PO BOX 1655,143700
1240 GEORGETOWN RD,47500
1925 FOURMILE CANYON DR,122700
P O BOX 471,135200
P O BOX 471,92000
5000 BUTTE ST SPC 149,3400
398 WILLOW LN,1000
6147 FOUR MILE CANYON DR,206300
7860 FOURMILE CANYON DR,166300
5928 FOURMILE CANYON DR,390900
9235-3000 ROAD,27300
9235-3000 ROAD,27300
7509 E 53RD ST,1200
17 GOLD RUN RD,73900
17 GOLD RUN RD,73900
17 GOLD RUN RD,73900
17 GOLD RUN RD,73900
526 RIM RD,462500
241 NANCY MINE  RD,243800
670 LOGAN MILL RD,233800
7187 S MAGNOLIA CIR,2730
7187 S MAGNOLIA CIR,1638
7187 S MAGNOLIA CIR,546
7187 S MAGNOLIA CIR,1638
7187 S MAGNOLIA CIR,2823
7187 S MAGNOLIA CIR,1638
7187 S MAGNOLIA CIR,2725
7187 S MAGNOLIA CIR,2184
7187 S MAGNOLIA CIR,2184
7187 S MAGNOLIA CIR,1638
7187 S MAGNOLIA CIR,2823
7187 S MAGNOLIA CIR,2757
7187 S MAGNOLIA CIR,2730
6231 FOURMILE CANYON DR,381000
411 CAMINO BOSQUE,805956
443 CAMINO BOSQUE,407300
285 W CLEBURN ST,700
900 LOGAN MILL RD,434300
P O BOX 791,155000
PO BOX 272,600
PO BOX 471,3600
167 CRISMAN,409000
1689 FOURMILE CANYON DR,557500
38899 BOULDER CANYON DR,333400
320 LOGAN MILL RD,88550
386 GOLD RUN RD,94400
244 HORSE FENCE HILL RD,200
25618 SOMERSET MEADOWS CT,297800
PO BOX 471,43500
1140 PEARL ST 2ND FLOOR,82100
VIA MISSORI 20,593440
632 GOLD RUN RD,1100
632 GOLD RUN RD,1300
632 GOLD RUN RD,1400
632 GOLD RUN RD,1000
632 GOLD RUN RD,3400
3330 FOURMILE CANYON DR,482700
87 CAMINO BOSQUE,377800
4742 16TH ST,1900
303 5TH AVE W,300
PO BOX 471,3200
PO BOX 471,3300
PO BOX 100351,700
14522 WESTCREEK RD,3800
503 KALMIA AVE,66100
503 KALMIA AVE,66100
2525 TAFT DR APT 415,2600
1685 FOURMILE CANYON DR,2400
3825 BIRCHWOOD DR,230900
1747 FOURMILE CANYON DR,248800
583 LOGAN MILL RD,353800
245 ALASKA RD,240800
PO BOX 4147,1500
99 HIGH STREET,74300
271 ESCAPE ROUTE,498800
311 DIME RD,306800
PO BOX 885,79000
PO BOX 1017,81800
23 WENDELEEN,297000
209 PACKER GULCH RD,389800
PO BOX 1281,182800
7923 S CHESTNUT WY,1600
7923 S CHESTNUT WY,1600
7923 S CHESTNUT WY,1600
84 GOLD RUN RD,135200
100 CRISMAN RD,235800
215 SHUPE CIR UNIT 205,86100
215 SHUPE CIR UNIT 205,170300
219 GOLD RUN RD,309200
219 GOLD RUN RD,309200
P O BOX 26,189800
6 COUNTY RD 83,765400
P O BOX 471,11100
P O BOX 471,1600
864 GOLD RUN RD,252000
P O BOX 4425,352200
7979 FOURMILE CANYON DR,5800
6149 FOURMILE CANYON DR,40000
P O BOX 471,3400
P O BOX 471,3500
155 MANHATTAN DR,1200
521 HILL ST,43600
PO BOX 7484,3500
1663 S PONDEROSA DR,1200
270 GOLD RUN RD,173200
PO BOX 471,3000
2132 PINE ST,3600
GENERAL DELIVERY,2300
PO BOX 1649,300
2300 IRIS AVE,112300
217 GOLD RUN RD,119000
1827 POWELL ST,75300
77 GENESEE CT,100700
6149 FOURMILE CANYON DR,206200
5851 FOURMILE CANYON DR,367500
5851 FOURMILE CANYON DR,367500
PO BOX 153,6900
6843 FAIRVIEW DR,32900
6843 FAIRVIEW DR,5500
1181 GRAPE ST,1800
3895 S FOX ST,1800
PO BOX 1735,8400
11 LOGAN MILL RD,194000
PO BOX 1167,1500
PO BOX 471,6700
12 DIME RD,368900
4472 FOURMILE CANYON DR,216600
PO BOX 4147,700
LISA J GERSTACKER,120600
77 ALPINE GULCH RD,500
167 CRISMAN,150200
1341 CEDAR AVE,4300
508 RIM ROAD,3500
PO BOX 1735,3600
448 RIM RD,23700
104 CRISMAN,186900
PO BOX 4147,140000
155 LOGAN MILL RD,233800
155 LOGAN MILL RD,233800
320 LOGAN MILL RD,426900
983 CHERRYVALE RD,12550
983 CHERRYVALE RD,1326
983 CHERRYVALE RD,785
43 CRISMAN RD,200000
6229 FOURMILE CAYON DR,188200
PO BOX 4147,193800
4850 FOUR MILE CANYON DR,13900
4850 FOUR MILE CANYON DR,492600
569 HWY 46S,3100
PO BOX 1167,1500
P O BOX 7212,63200
87 CAMINO BOSQUE,100
25 CRISMAN,270800
2721 KENWOOD DR,3600
7979 FOURMILE CANYON DR,207500
1000 BAINS LN,63600
8768 FOURMILE CANYON DR,256800
8768 FOURMILE CANYON DR,256800
1627 GOLD RUN RD,53700
1627 GOLD RUN RD,53700
1627 GOLD RUN RD,1100
1627 GOLD RUN RD,3600
1627 GOLD RUN RD,34100
1627 GOLD RUN RD,34100
1627 GOLD RUN RD,34100
1627 GOLD RUN RD,400
5089 FOUR MILE CANYON DR,176600
100 8TH ST NE,213200
300 W MAIN,5200
621 EMERSON GULCH RD,40000
632 GOLD RUN RD,2800
632 GOLD RUN RD,500
154 ESCAPE ROUTE,362700
PO BOX 4147,2300
PO BOX 4147,3500
459 GOLD RUN RD,70400
459 GOLD RUN RD,70400
470 GOLD RUN RD,166900
5311 FOURMILE CANYON,71700
215 SHUPE CIR UNIT 205,76800
1311 POORMAN RD,5900
398 FRED RD,310800
515 VALLEY VIEW DR,1400
7210 FOURMILE CANYON DR,200
14 EAGLES DR,679
14 EAGLES DR,679
14 EAGLES DR,477
14 EAGLES DR,1638
14 EAGLES DR,1638
14 EAGLES DR,546
14 EAGLES DR,2725
14 EAGLES DR,1638
14 EAGLES DR,2823
14 EAGLES DR,2757
14 EAGLES DR,1638
14 EAGLES DR,2184
14 EAGLES DR,2823
14 EAGLES DR,2730
355 MOUNTAIN KING RD,60
983 CHERRYVALE RD,1554
5309 E FLOWER ST,6600
1490 PERIWINKLE DR,542900
2202 VIOLET AVE,131000
601 BASELINE RD,1062700
DANIEL V SKARDA,513075
1223 QUINCE AVE,479100
PO BOX 17787,504600
2835 3RD ST,1353600
3111 3RD ST,750000
2004 ORCHARD AVE,955800
PO BOX 791,100
1800 ORCHARD AVE,614000
1850 ORCHARD AVE,1292300
2727 PINE ST 4,346200
3737 SPRING VALLEY RD,843500
408 E RUSTIC RD,624400
2280 NORWOOD AV,1084200
1801 REDWOOD AVE,665200
2100 EMERALD DR,1440700
4405 AGATE RD,759500
2175 NORWOOD AVE,790500
2175 NORWOOD AVE,790500
17125 STATE HIGHWAY 94,679500
3880 19TH ST,374800
1961 POPLAR AVE,702300
ARTS INC,722000
1810 OAK ST,548200
1732 QUINCE AVE,580300
1742 QUINCE AVE,528300
1784 QUINCE AVE,1060400
1854 QUINCE AVE,608100
5602 TERWILLIGER ST,446000
1886 QUINCE AVE,777500
4160 17TH ST,687600
2185 EMERALD RD,905000
5124 N FOOTHILLS HWY,484700
1800 SUMAC AVE,725400
1800 SUMAC AVE,725400
1800 SUMAC AVE,725400
1441 QUINCE AVE,798700
2291 ARAPAHOE AVE,478300
626 CASCADE AVENUE,740000
2466 VINYARD PL,512400
2580 VINE PL,462100
1777 BROADWAY,135000
2101 ORCHARD AVE,363000
4277 N 26TH ST,570000
1910 ORCHARD AVE,579000
1851 REDWOOD AVE,436800
2525 TOPAZ DR,1159300
DRONNINGHAVNVN.6,393700
4519 26TH ST,387400
2484 YARMOUTH AVE,408012
1560 UPLAND AVE,478500
280 DAINES ST STE  160 LB1,15012100
PO BOX 21197,79900
5505 CENTRAL AVE,1578600
3840 BIRCHWOOD DR,565100
PO BOX 791,1900
4760 28TH ST,108000
1777 BROADWAY,41800
PO BOX 791,35822700
1891 ORCHARD AVE,366500
1665 ORCHARD AVE,416500
4900 SIOUX DR,221000
2130 TAMARACK AVE,651000
4300 AGATE RD,1102500
2060 JOSLYN PL,406700
3960 ARBOL CT,280000
1705 OAK AVE,578800
1735 OAK AVE,548000
4209 26TH ST,644800
1077 CANYON BLVD STE 304,479500
3787 SPRING VALLEY RD,2790000
3787 SPRING VALLEY RD,2790000
1555 REDWOOD AVE,738200
3603 ROUNDTREE CT,400000
1730 REDWOOD AVE,570400
4740 CHEYENNE CT,245600
2190 EMERALD RD,651700
1535 UPLAND AVE,760200
2075 UPLAND AVE,673000
1865 UPLAND AVE,784000
4165 15TH ST,516300
1634 WALNUT ST STE 111A,371900
1675 UPLAND AVE,833000
4292 VINCA CT,887200
626 CASCADE AVENUE,582000
PO BOX 1857,623600
4871 N BROADWAY,1611000
4800 NORTH BROADWAY,1203100
4869 N BROADWAY,3263100
3710 BROADWAY ST,424300
3710 BROADWAY ST,432100
2295 EMERALD RD,1242600
2050 GRAPE AVE,874400
2205 TOPAZ DR,2883420
1550 VIOLET AVE,563500
290 HAWTHORNE AVE,2107800
4135 AMBER ST,316500
1510 VIOLET AVE,488400
58 ARROWHEAD RD,1373300
"1223 21ST ST., APT3",718000
1777 BROADWAY,675000
3990 BROADWAY ST,1093400
2839 3RD ST,1009000
280 LINDEN DR,1182600
4188 15TH ST,498600
2525 TAFT DR UNIT 307,1450000
1480 SUMAC AVE,531700
1960 ORCHARD AVE,924300
1255 PERIWINKLE DR,500000
1777 BROADWAY,597000
DOLORES EARLENE KINKEAD REV TRUST,649400
3686 26TH ST,1037200
PO BOX 1750,3170800
2100 TOPAZ DR,682100
3663 4TH ST,6869100
270 CACTUS CT,1609800
3655 SUNSHINE CANYON DR,939700
2575 GLENWOOD DR,1440900
2160 UPLAND AVE,759500
1721 REDWOOD AVE,683700
3021 JEFFERSON ST,466000
740 SIMMS ST,500400
1750 VIOLET AVE,671900
2305 EMERALD RD,671300
285 PEARL ST,970000
285 PEARL ST,970000
455 MAGELLAN AVE,576200
1660 VIOLET AVE,511600
1840 VIOLET AVE,525300
2300 EMERALD RD,1200500
4715 NORTH 26TH ST,432000
1950 RIVERSIDE AVE,728100
1035 5TH ST,2400000
PO BOX 791,101300
1515 REDWOOD AVE,844900
PO BOX 1526,648800
2875 SUGARLOAF RD,443500
1500 UPLAND AVE,826100
951 5TH ST,806800
RAYMOND PATERSON,443400
1035 ORANGE CT,445500
2484 YARMOUTH AVE,420400
ECCLES REVOCABLE LIVING TRUST,656300
1503 ORCHARD AVE,523500
1890 SUMAC AVE,182000
PO BOX 791,1205300
1502 UPLAND AVE,455700
2190 TAMARACK AVE,978000
1951 ORCHARD AVE,469500
3015 3RD ST,2886000
250 ARAPAHOE STE 301,3000000
1777 BROADWAY,385000
1441 LEE HILL DR,928200
3756 N 26TH ST,513900
2195 TOPAZ DR,1290700
3551 PEARL ST,655000
PO BOX 29046,783600
PO BOX 791,369200
1635 NORWOOD AVE,613700
1205 UPLAND AVE,521400
4190 19TH ST,411600
4190 19TH ST,411600
2565 TAMARACK AVE,975700
1138 FLAGSTAFF ROAD,1603500
3223 ARAPAHOE AVE STE 200,3500000
122 RUSSELL AVE,710000
3021 JEFFERSON ST,1018200
3161 3RD ST,525000
205 CANYON BLVD,1892100
207 PEARL ST,1032400
4380 13TH ST,709500
3790 26TH ST,572500
3365 4TH ST,1060100
6101 OAK PARK TRL,673600
4365 13TH ST,369600
1938 VIOLET AVE,459000
1590 ORCHARD AVE,419500
4220 19TH ST,699700
3650 4TH ST,1092000
PO BOX 791,627900
1635 QUINCE AVE,560600
1480 TAMARACK AVE,605300
6331 BROMPTON RD,205000
2801 3RD ST,1025500
2291 ARAPAHOE AVE,363100
1500 ORCHARD AV,523300
2235 GLENWOOD DR,555000
1890 QUINCE AVE,619300
STACEY LENN CHAMBERLAIN,479900
626 CASCADE AVENUE,573300
1777 BROADWAY,663000
2505 TOPAZ DR,1061300
PO BOX 1038,864200
1485 UPLAND AVE,700700
P O BOX 791,953500
2290 TOPAZ DR,1267400
973 5TH ST,1072400
330 PEARL ST,1200000
2590 AGATE RD,546800
1600 ORCHARD AVE,853900
211 HAWTHORN AVE,969500
28124 STATE HIGHWAY 67,316800
3747 SPRING VALLEY RD,908500
1598 CRESS CT,207900
2141 YARMOUTH AVE,650000
2220 NORWOOD AVE,759500
2590 SUMAC AVE,934300
PO BOX 6,620000
2130 UPLAND AVE,743800
3270 HOMESTEAD CLUB DR UNIT 4203,1200000
2660 WINDING TRAIL,396300
2110 UPLAND AVE,602900
3880 BIRCHWOOD DR,488600
PO BOX 1350,2118600
1777 BROADWAY,300
4343 26TH ST,619400
PO BOX 629,584800
2190 UPLAND AV,474700
2990 E 17 AVE APT 503,645800
2418 YARMOUTH AVE,288300
1777 BROADWAY,495000
1845 REDWOOD AV,587000
PO BOX 791,500000
1701 ORCHARD AVE,1015700
4303 VINCA CT,840300
3555 4TH ST,1111900
4340 13TH ST,162500
1710 VIOLET AVE,797200
1710 VIOLET AVE,797200
1357 SUMAC AVE,554900
1357 SUMAC AVE,554900
1777 BROADWAY,1634300
3953 15TH ST,683700
3601 4TH ST,3754300
3601 4TH ST,3754300
1605 UPLAND AVE,372100
4507 S HAMPTON,476400
4507 S HAMPTON,476400
1950 ORCHARD AVE,624800
300 ARAPAHOE AVE,2194700
3735 WILD PLUM CT,1001200
2198 UPLAND AV,560000
359 ARAPAHOE AVE,488600
1570 ORCHARD AVE,507500
2049 YARMOUTH AVE,393700
1765 REDWOOD AVE,744500
1620 QUINCE AVE,503400
4747 26TH ST,774100
520 PEARL ST,924200
3390 VALMONT RD STE 1,944800
1550 POPLAR AVE,1024100
1550 POPLAR AVE,1024100
P O BOX T,501600
2541 YARMOUTH,405700
1777 BROADWAY,167900
