mailingAddr1,bldAssessedVal
965 PARKWAY DR,15403
325 S 38TH ST,16039
1079 YALE CIR,30885
895 WAITE DR,13819
2917 E OAKMONT DR,14917
LAZARINA BRIEGLEB TRUST,28155
1080 TOEDTLI DR,20847
1155 BEREA DR,22670
1330 KNKOX DR,22973
6705 VILLANOVA PL,16835
3795 ARMER AVE,19868
5812 S GENEVA ST,16780
2780 JUILLIARD ST,32302
155 S 35TH ST,13819
505 HARTFORD DR,27438
4330 HANOVER AVE,17098
760 S 43RD ST,17799
1480 JUDSON DR,20648
907 BROOKLAWN DR,14949
395 32ND ST,14726
3760 BRITTING AVE,22869
845 GILPIN DR,14710
845 GILPIN DR,14710
4697 MACKY WAY,18404
655 S 45TH ST,23379
2805 ILIFF ST,33758
1119 CRANBROOK CT,23402
2155 GODDARD PL,23578
4100 AURORA AVE,14479
1195 BEREA DR,23251
1300 E SPRING CT,15570
4760 SHOUP PL,14018
2825 KENYON CR,23538
4375 BUTLER CIRCLE,18483
1025 ITHACA DR,20083
1684 OLD HIGHWAY 52,15586
3195 ENDICOTT DR,20195
700 GILLASPIE DR,11558
9193 E STANFORD AVE,14519
1280 BEREA DR,27924
1045 ALBION RD,19024
3830 BARR CT,24143
74380 QUAIL LAKES DR,21651
2374 OBERHELMAN RD,28083
4730 HARRISON AVE,28147
4230 EVANS DR,15379
1458 GREENBRIAR BLVD,19295
3205 DARLEY AV,19765
800 YALE RD,18284
9624 MOUNTAIN RIDGE PL,20911
2395 HILLSDALE WY,32795
2935 MADERA CT,12824
565 ITHACA DR,39816
JESSIE A ERNEST LVING TST 1/2,13182
1702 MARIPOSA AVE,24737
3340 DARTMOUTH,10556
3360 DARTMOUTH AVE,10985
3685 MARTIN DR,58783
3480 DARTMOUTH AVE,13142
3240 DARTMOUTH AVE,17377
3240 DARTMOUTH AVE,17377
1849 CALLE SALTO,40891
785 33RD ST,15522
2501 BRIARWOOD DR,55959
4590 HANOVER AVE,16979
4585 MARTIN DR,14941
725 INCA PKWY,15641
4605 PITKIN DR,12744
4415 GRINNELL AVE,27765
4635 LUDLOW ST,19032
4560 DARLEY AVE,18300
4805 LEE CIR,30160
1120 DREXEL ST,26467
915 37TH ST,14416
2650 BRIARWOOD DR,43764
4255 MILLIKEN CT,13580
1520 GREENBRIAR BLVD,26738
189 OVERLOOK LN,21070
2378 DENNISON LN,27287
925 MIAMI WAY,22845
1570 FINDLAY WY,23458
1240 BEREA DR,23562
3505 MARTIN DR,14018
4731 MCKINLEY DR,29070
2795 STEPHENS RD,18857
755 S 46TH ST,18714
2895 COLBY DR,21731
3830 CARLOCK DR,19064
MATASSA MICHAEL JR,15753
2875 KENYON CIR,20911
2875 KENYON CIR,20911
2825 ILIFF ST,27733
605 S 43RD ST,17846
2519 BRIARWOOD DR,27860
2635 STEPHENS RD,21556
4370 BUTLER CIR,21062
2890 HEIDELBERG DR,22399
2935 DARLEY AVE,26268
1110 CLAREMONT DR,21890
4525 SQUIRES CIR,19001
1160 FAIRFIELD DR,22352
1010 EDINBORO DR,27940
4435 GRINNELL AVE,18268
510 ITHACA DR,25958
6 DANES WAY,15625
1550 CHAMBERS DR,19231
1550 CHAMBERS DR,19231
1130 HANCOCK DR,28720
2665 JUILLIARD ST,33034
623 HARTFORD DR,17202
4060 EVANS DR,15490
PO BOX 132,37587
3990 CHIPPEWA DR,30527
LIVING TRUST,13986
1420 CHAMBERS DR,17719
1280 ITHACA DR,26483
719 ITHACA DR,19988
4090 AURORA AVE,14177
DANIEL R & BONNIE J HAACK JT,14678
3595 ENDICOTT DR,30001
875 ORMAN DR,16087
6019 HILLEGASS AVE,15315
PO BOX 20570,17958
1195 HARTFORD DR,21572
2790 DARLEY AVE,20696
2790 DARLEY AVE,20696
215 S 38TH ST,14806
SUZANNA C BARTH,29906
4645 TALBOT DR,13229
4340 HIGH ST,14662
4720 CHEYENNE CT,16931
3335 DARLEY AVE,20346
PO BOX 3422,12664
1045 TOEDTLI DR,18682
3123 COLLEGE AVE,14997
360 27TH ST,15769
2880 TABLE MESA DR,22678
940 VANDALIA RD,15936
470 S 38TH ST,15148
3460 BERKLEY AV,16859
PO BOX 562,17130
PO BOX 20098,28529
4395 DARLEY AVE,17966
2950 BIXBY LN,620880
755 S 43RD ST,19048
1514 CHAMBERS DR,24175
JENNIFER MACKISON HORWITZ,23888
515 S 43RD ST,15148
80 S 36TH ST,15148
2291 ARAPAHOE AV,13094
3768 DAVIDSON PL,16119
750 HARTFORD DR,15522
1010 ORANGE PL,14591
375 S 43RD ST,16167
521 SPRING RIDGE DR,16111
OLYMPIA BAKALIS,26570
700 36TH ST,15546
4355 BROOKFIELD DR,24580
2790 STEPHENS RD,20529
1220 FAIRFIELD DR,20831
2805 DARLEY AVE,21357
1445 BROWN CIR,23052
2795 HEIDELBERG DR,30686
1020 S GILPIN ST,15204
5790 KNOLL CREST CT,14288
3366 LOYOLA CT,24660
775 UTICA AVE,18865
1755 GILLASPIE DR,34244
115 S 32ND ST,14877
115 S 32ND ST,14877
1630 OLIVE ST,23092
655 S 46TH ST,17449
215 E 15TH ST,17743
215 E 15TH ST,17743
760 YALE RD,20171
599 KOHLMAN CIR,15068
866 INCA PKWY,16342
725 S 43RD ST,19024
1585 KENDALL DR,28863
375 S 44TH ST,15936
P O BOX 12094,16931
3685 CHASE CT,6822
P O BOX 1693,16039
745 S 42ND ST,18181
LORETTA LUCILLE HEMPSTEAD REVOC TRUST,21802
820 37TH ST,18388
1365 EDINBORO DR,20266
802 ITHACA DR,22797
785 37TH ST,15291
3035 HEIDELBERG DR,24803
518 OLD SANTA FE TRL STE 1 BOX 185,16979
LINDA S RASMUSSEN,22025
1376 GLEN CT,21572
2775 ILIFF ST,29341
540 S 43RD ST,17098
2953 5TH ST,19900
2425 CANYON BLVD STE 110,27860
PO BOX 18628,50578
2810 KENYON CIR,20895
CONSTANCE A NORTON LIVG TRST,23363
420 ERIE DR,32859
425 S 44TH ST,14662
34 ALICANTE,18634
7695 S PRESCOTT PL,16016
990 S 46TH ST,20290
3155 ENDICOTT DR,19781
1490 BROWN CR,19016
4310 LUDLOW ST,28648
845 ORMAN DR,16979
PO BOX 17055,13492
663 HARTFORD DR,21532
3710 DARLEY AVE,29874
4386 BUTLER CIR,19343
770 MOHAWK DR,13866
2345 HILLSDALE WAY,25130
2240 HILLSDALE CIR,24294
2710 REGIS DR,30009
2710 REGIS DR,30009
1200 BEREA DR,13866
730 S 42ND ST,17321
125 S 33RD ST,13994
2525 ARAPAHOE AVE STE E4-224,14487
LIVING TRUST,15323
2960 JUILLIARD ST,38224
KATHLEEN B HENNESSEY,26730
2170 GODDARD PL,24947
1560 BLUE SAGE CT,67063
1486 GREENBRIAR BLVD,27343
670 ITHACA DR,26762
3775 MOORHEAD AVE,16414
2820 JULLIARD ST,39752
1905 LEHIGH ST,35820
640 S 45TH ST,21038
DAVID M HARDY,34411
620 S 40TH ST,18348
910 WAITE DR,13277
3205 E EUCLID AVE,15315
35 S 32ND ST,14941
JO LYNN AKIME YOSHIHARA DALY,24588
2257 SPRUCE ST,27780
46 HEATHER LN,17361
3405 MARTIN DR,19327
990 34TH ST,18865
945 34TH ST,16509
1910 VASSAR DR,27136
3870 ELMHURST PL,14997
3661 CHASE CT,13460
4822 KELLOGG CIR,28322
1340 TOEDTLI DR,22495
175 S 34TH ST,14925
4640 MACKY WAY,19064
335 AUBURN AV,18085
4687 GORDON DR,21810
1185 DREXEL ST,18372
2252 HOLYOKE DR,28059
8045 S NIAGRA WAY,14217
2711 ALTON ST,14328
960 MIAMI WY,21667
650 S LASHLEY LN,504186
3933 PLYMOUTH CIR,23076
240 HOPI PL,15411
240 HOPI PL,15411
930 37TH ST,16127
4580 MARTIN DR,13811
1220 EDINBORO DR,28186
220 S 39TH ST,14694
505 S 41ST ST,16851
505 S 41ST ST,16851
PO BOX 19786,18889
SUSANNE BLOM WALKER,14416
14610 NE 328TH CIRCLE,13373
3165 ENDICOTT DR,21396
1801 BELVEDERE ST,14527
866 INCA PKWY,13126
3255 DARLEY AVE,21588
4325 LUDLOW ST,19088
815 34TH ST,15172
2430 BRIARWOOD DR,43883
8100 SAN GABRIEL RD,13978
3890 ARMER AVE,25981
1215 BEREA DR,17854
3295 AURORA AVE,19613
755 INCA PKWY,12346
755 INCA PKWY,12346
3560 EMERSON AVE,20553
1066 CHERRYVALE RD,13890
2077 10TH AVE,19430
PO BOX 3735,15387
1485 ITHACA DR,21373
1205 ITHACA DR,20784
7025 INDIAN PEAKS TRL,19558
1265 CLAREMONT DR,21978
1225 CLAREMONT DR,25010
4020 EVANS DR,16087
1560 KENDALL DR,22471
3965 MOORHEAD AVE,16390
1800 LARIMER ST STE 1800,14551
1825 VIEWPOINT RD,33854
4300 CADDO PKWY,14670
460 S 39TH ST,15976
1074 ALBION RD,20417
3790 DARLEY AVE,22017
915 MIAMI WAY,22073
2320 HILLSDALE WAY,25281
660 S 46TH ST,18993
1590 BLUE SAGE CT,53746
3695 MARTIN DR,7250
765 32ND ST,17034
3775 DAVIDSON PL,16183
4756 MCKINLEY DR,29548
1521 BRADLEY DR,25170
790 GILPIN DR,14535
90 S FAIRFAX ST,21182
4750 HARRISON AVE,29277
1326 SCRUB OAK CIR,31187
4626 TALBOT DRIVE,13914
420 S 43RD ST,17966
715 MOHAWK DR,13046
22 CAMELLIA,12545
708 ITHACA DR,23713
1105 CLAREMONT DR,18746
3880 ARMER AVE,24413
990 WAITE DR,13731
8206 QUEEN ANNES DR,14264
4794 JACKSON CIR,29261
2610 CORNELL CR,18316
3930 DARLEY AVE,20147
4221 PEACH WY,14328
2570 CRAGMOOR RD,31840
1509 MARTIN LUTHER KING JR WAY,20139
3735 BRITTING AVE,19613
1310 LEHIGH ST,20983
1310 LEHIGH ST,20983
1717 VIEWPOINT RD,45372
1654 BEAR MOUNTAIN DR,36783
1127 VALLEY LN,13811
375 S 41ST ST,17998
965 MCINTIRE ST,14989
1575 ROCKMONT CIR,14989
2530 YARROW CT,24811
186 PINON CIR,14495
4720 CHEYENNE CT,15856
4460 HANOVER AVE,18021
4817 MCKINLEY DR,28998
3445 MARTIN DR,14049
745 MORGAN DR,13460
535 ITHACA DR,23148
885 MCINTIRE ST,16748
820 33RD ST,24692
1730 ITHACA DR,31036
1650 BEAR MOUNTAIN DR,34085
3565 EASTMAN AV,15283
1061 BEREA DR,21245
1175 ALBION WAY,20624
175 S 38TH ST,13986
1190 GEORGETOWN RD,29786
41 BENTHAVEN PL,20107
5815 RUSTIC KNOLLS DR,15044
320 SOUTH 39TH ST,15156
39 BENTHAVEN PL,19263
22 CAMELLIA,12521
4816 PENNSYLVANIA AVE,13723
900 HARTFORD DR,22041
2860 COLBY DR,21381
745 HARTFORD DR,21396
1430 JUDSON DR,22941
658 FURMAN WAY,27764
4755 HANCOCK DR,32230
1205 BEREA DR,19160
1330 COUNTY RD 83,22718
LLOYD H CHRISTENSEN,19725
985 MORGAN DR,17886
140 S 35TH ST,12792
1650 LEHIGH ST,29054
3863 CAMPO CT,15960
765 MORGAN DR,14925
4751 MCKINLEY DR,27956
4751 MCKINLEY DR,27956
545 S 42ND ST,22686
365 ERIE DR,16429
705 S 41ST ST,17751
4778 MCKINLEY DR,29762
LUEBS-GOEDECKE,13389
1190 FAIRFIELD DR,19016
910 GILLASPIE DR,19200
10051 HEATHERWOOD PL,15848
4290 DARLEY AVE,15482
755 39TH ST,14949
6784 E CEDAR AVE APT 207,18061
4500 DARLEY AVE,19303
MADELINE T GOLDHAWK TRUSTEE,21046
863 ITHACA DR,19104
24347 DEER VALLEY RD,15076
24347 DEER VALLEY RD,15076
265 S 38TH ST,11542
4475 LUDLOW ST,22312
3655 DARLEY AVE,24700
500 COMMERCE ST STE 700,614713
884 ITHACA DR,20632
365 S 39TH ST,16023
635 GILLASPIE DR,14416
1425 JUDSON DR,21261
2518 STONE CREST DR,35884
DISTERHOFT DANELLE ELEANOR LIVING TRUST,22280
PO BOX 4824,20226
212 S JASMINE ST,16469
634 PALM VIEW PLACE,15737
3785 ELMHURST PL,15578
4361 BUTLER CIR,22487
P O BOX 13519,21635
745 S 43RD ST,21030
2505 TOPAZ DR,18499
3100 E EUCLID AVE,14049
PO BOX 17744,13731
4595 BROOKFIELD DR,20569
515 HARTFORD DR,19096
1530 KENDALL DR,17830
935 MORGAN DR,12975
1507 BRADLEY DR,22726
3470 BERKLEY AVE,15140
1490 LEHIGH ST,21580
1478 GREENBRIAR BLVD,24119
4795 MCKINLEY DR,27319
4185 COOPER CT,14424
4701 WILLARD AVE #905 C,15689
4701 WILLARD AVE #905 C,15689
1085 MIAMI WAY,35271
1260 AIKINS WAY,15339
4720 HARRISON AVE,14567
3010 REGIS DR,30511
1486 JOHNSON CT,30407
1466 JOHNSON CT,30773
1446 JOHNSON CT,11590
1426 JOHNSON CT,35549
1416 JOHNSON CT,32636
1406 JOHNSON CT,31967
1402 JOHNSON CT,32803
1409 JOHNSON CT,30272
1429 JOHNSON CT,31068
1449 JOHNSON CT,29492
1469 JOHNSON CT,33520
STEPHEN H,27884
1484 KENNEDY CT,27581
1464 KENNEDY CT,28576
1444 KENNEDY CT,29643
1427 KENNEDY CT,30312
1487 KENNEDY CT,30566
3745 MARTIN DR,13914
1179 CHERRYVALE RD,13874
3965 CARLOCK DR,23458
VANESSA DOMINGO GALLEGOS,14837
4450 GRINNELL AVE,19741
710 QUINCE CIR,12648
910  ITHACA DR,18045
2195 HILLSDALE CIR,30344
3300 MARTIN DR,19510
"1375 WALNUT ST., SUITE 10",476151
2817 KENYON CIR,21476
1405 LANDIS CT,29277
PO BOX 3578,26308
690 HARTFORD DR,35852
555 S 46TH ST,18921
3342 SENTINEL DR,17791
1780 LEHIGH ST,33965
1247 AIKINS WAY,16469
4780 LEE CIR,30861
3455 ENDICOTT DR,22185
3455 ENDICOTT DR,22185
820 35TH ST,15291
2610 ILIFF ST,23880
455 S 39TH ST,16804
1470 GREENBRIAR BL,25138
4645 MACKY WAY,18817
920 MORGAN DR,13373
4560 MARTIN DR,17233
4735 MCKINLEY DR,32063
4735 MCKINLEY DR,32063
300 FOX DR,17934
300 FOX DR,14551
710 HARTFORD DR,24795
1165 EDINBORO DR,21516
1148 GREEN CIR,38861
875 INCA PARKWAY,13588
1380 JUDSON DR,21667
MARIANA VERTENSTEIN,24095
4615 CARTER TRL,15944
4484 HAMILTON CT,15244
855 HARTFORD DR,14089
5355 PINE RIDGE RD,15036
4399 PARK CT,14519
1795 VIEWPOINT RD,37850
1838 COLUMBINE AVE,20998
1140 LEHIGH ST,38813
2298 HOLYOKE DR,23323
3117 SUNDOWN DR,19048
3117 SUNDOWN DR,19048
325 S 40TH ST,15681
2190 GODDARD PL,26610
1475 CHAMBERS DR,18817
1630 30TH ST 252,52297
PO BOX 17444,30845
169 CORDOVA CT,14018
709 MOHAWK DR,14280
720 S 41ST ST,19621
3925 BRITTING AVE,21866
965 35TH ST,16175
NEVIS E COOK,16278
752 15TH ST,16828
1420 LANDIS CT,30996
1125 HARTFORD DR,32564
1245 CHERRYVALE RD,15864
DEIRDRE M JORDAN,12457
755 S 42ND ST,19064
1160 CLAREMONT DR,18833
2841 LA GRANGE CIR,20266
890 TOEDTLI DR,16636
8097 FLORIDA FARM LANE,17854
80 S 33RD ST,12346
7446 SPRING DR,16947
3550 EVERETT DR,21691
409 E INVERNESS DR,15737
505 S 42ND ST,18276
720 HARTFORD DR,23450
1528 GREENBRIAR BLVD,58641
950 GILLASPIE DR,21763
LEISHA L CONNERS BAUER,23522
3710 EMERSON AVE,21086
1220 FAIRFIELD DR,22033
1140 DREXEL ST,20807
975 35TH ST,15084
4595 SQUIRES CIR,18411
626 POPLAR AVE,16071
RAJABI FARHAD,18435
810 ORMAN DR,13269
440 S 41ST ST,16732
BURNS-DELORIA,13540
7469 PARK CIR,12457
660 S 44TH ST,16748
4240 AURORA AVE,13572
1475 ITHACA DR,22399
355 S 44TH ST,15801
255 S 38TH ST,16031
325 S 42ND ST,15474
2955 CARNEGIE DR,19629
2447 BRIARWOOD DR,32803
7057 INDIAN PEAKS TRL,16111
4799 MCKINLEY DR,26961
PO BOX 3067,19064
1330 DREXEL ST,23681
945 WAITE DR,14010
4294 GRAHAM CT,18618
3968 FULLER CT,16613
150 S 35TH ST,11749
3958 FULLER CT,15482
SHARON L SYMONICK,16979
2875 JUILLIARD ST,37484
2066 HARDSCRABBLE DR,24318
ROBERT B HUNDLEY JR,18913
780 HARTFORD DR,29364
22 CAMELLIA,14177
1405 FINDLAY WAY,21285
1031 WAITE DR,14193
260 32ND ST,14280
1145 WILDWOOD RD,26610
1310 HARTFORD DR,20855
1215 OLD ANTLER WAY,19279
3935 CARLOCK DR,22479
320 HESS AVE,22208
1475 KENDALL DR,22129
3748 DAVIDSON PL,14209
350 S 39TH ST,12895
PO BOX 3346,13532
880 34TH ST,15944
610 S 44TH ST,22431
38 BENTHAVEN PL,18069
2920 JEFFERSON ST,15028
2190 HILLSDALE CIR,26435
405 S 39TH ST,16055
JOSEPH M NOVOSAD,15610
105 S 34TH ST,12704
735 HARTFORD DR,20123
195 S 35TH ST,12991
115 S 33RD ST,16597
RONALD P WRIGHT,19008
3160 ENDICOTT DR,30797
3560 BERKLEY AVE,14455
6024 1ST ST  UNIT 7,16931
3175 KITTRELL CT,47760
1800 WALNUT HOLLOW LN,14296
1800 WALNUT HOLLOW LN,14296
4265 GRAHAM CT,14201
4605 MACKY WAY,16931
1375 WALNUT ST STE 10,1527546
2441 BRIARWOOD DR,41209
3115 HEIDELBERG DR,22185
2831 KENYON CIR,23235
2831 CABRILLO ST,15705
R & M HANSEN LIVING TRUST,14599
1045 ITHACA DR,22670
PO BOX 3163,20577
3755 LONGWOOD AVE,42355
630 S 42ND ST,17194
345 S 40TH ST,16453
4785 LUDLOW ST,41018
465 S 38TH ST,14272
1185 EDINBORO DR,20736
3400 BERKLEY AVE,16262
805 INCA PKWY,14495
2335 HILLSDALE WAY,27390
715 S 44TH ST,16342
1340 JUDSON DR,19032
245 S 40TH ST,13580
683 HARTFORD DR,37332
815 MORGAN DR,14137
175 MANHATTAN DR,19096
85 S 36TH ST,13827
3325 DOVER DR,19980
330 S 40TH ST,15435
793 ITHACA DR,20274
3810 ELMHURST PL,11056
5130 INGERSOLL PL,17639
2813 KENYON CIR,19828
2015 MANHATTAN BEACH BLVD STE 100,41495
3370 LOYOLA CT,22320
135 SOUTH 33RD ST,13723
2490 KOHLER DR,17998
4185 GILPIN DR,13588
3630 BERKLEY AVE,18579
4790 HANCOCK DR,29372
6230 S 085 W,19574
1630 30TH ST  NO 252,51724
2545 WOODSTOCK PL,17608
3190 STANFORD AVE,15625
4765 HANCOCK DR,29938
60 S 33RD ST,14527
1250 JUDSON DR,28720
1280 CHAMBERS DR,19391
637 B S BROADWAY UNIT 212,16151
535 S 46TH ST,17942
MCCUMBER REVOCABLE TRST,25170
1300 BEAR MOUNTAIN CT,22153
JEFFREY H FINKELSTEIN,27653
525 S 46TH ST,19176
1395 ITHACA DR,20059
4270 GRINNELL AVE,20417
1410 LEHIGH ST,21030
3510 EMERSON AVE,23426
1900 TABLE MESA DR,31912
2513 BRIARWOOD DR,36608
1295 EDINBORO DR,23585
425 HARVARD LN,18483
4380 WHITNEY PL,19192
1215 GILLASPIE DR,22009
1215 GILLASPIE DR,22009
4881 RAVEN RUN,38630
1342 N SIERRA BONITA AVE  UNIT 101,12211
3985 CADDO PKWY,33567
3935 CADDO PKWY,34570
2850 KENYON CIR,19621
489 HARVARD LN,16692
1013 BEREA DRIVE,19836
1320 JUDSON DR,27581
GERALDINE M HAWLEY TRUST,30941
3395 EVERETT DR,20513
1424 KENNEDY CT,28855
1-4004-97 KOHAN,15339
3905 DARLEY AVE,21062
35 S 33RD ST,15490
3665 BERKLEY AV,23052
703 ITHACA DR,19526
1465 ITHACA DR,20975
110 S 32ND ST,17217
1225 GEORGETOWN RD,18045
935 YALE RD,18825
3315 HEIDELBERG DR,23999
3100 KITTRELL CT,48086
2790 VASSAR DR,26292
3730 BRITTING AVE,22057
80 S 34TH ST,12091
1360 EDINBORO DR,25631
470 S 39TH ST,13142
470 S 39TH ST,13142
1644 CONESTOGA ST SUITE 7,13421
2330 HILLSDALE WAY,23012
405 S 43RD ST,14909
PO BOX 3346,14312
2695 STEPHENS RD,22996
4715 MCKINLEY DR,31362
4715 MCKINLEY DR,31362
2425 KENWOOD DR,20027
2135 TABLE MESA DR,30773
4681 GORDON DR,20863
755 TOEDTLI DR,25138
1050 ALBION WAY,20983
1285 FAIRFIELD DR,17966
430 SO. 44TH ST.,13237
3110 ENDICOTT DR,21954
260 S 40TH ST,14439
455 S CEDARBROOK RD,13206
2825 DARLEY AVE,20967
4842 KELLOGG CIR,15021
4842 KELLOGG CIR,30837
2685 HEIDELBERG DR,22575
1455 ITHACA DR,19223
PO BOX 572530,
125 S 34TH ST,18467
2595 WOODSTOCK PL,24803
4440 GRINNELL AVE,23418
305 32ND ST,17814
4011 PENROSE PL,14853
3440 LONGWOOD AVE,27430
2790 JUILLIARD ST,58960
1421 CEDAR AVE,16238
4734 JACKSON CIRCLE,30710
2140 GODDARD PL,26005
2900 JUILLIARD ST,21500
3635 LONGWOOD AVE,37874
SUTRAK CORPORATION,
1401 GILLASPIE DR,21062
3445 BERKLEY AVE,14726
2453 BRIARWOOD DR,30184
PO BOX 387,16660
1370 FAIRFIELD DR,15785
935 GILLASPIE DR,25870
1100 ALBION RD,21086
2581 BRIARWOOD DR,41591
3400 LONGWOOD AVE,27860
2895 LA GRANGE CR,24756
1735 VIEWPOINT RD,99500
1735 VIEWPOINT RD,99500
550 ITHACA DR,28974
1575 JUDSON DR,27295
4105 AURORA AVE,14678
KATHY A RINEHART,20075
1925 FOURMILE CANYON DR,18603
4786 KELLOGG CIR,29181
1227 AIKINS WAY,17416
965 PARKWAY DR,15506
965 PARKWAY DR,14782
3240 DARTMOUTH AVE,12832
3240 DARTMOUTH AVE,12832
6010 S MINNESOTA AVE STE 208,22288
150 S 33RD ST,15649
3995 DARLEY AVE,21970
690 ITHACA DR,23928
330 ONEIDA ST,26125
4150 BASELINE RD,13906
THE HIBL FAMILY TRUST,16238
2141 JONATHAN PL,14217
180 S 34TH ST,12418
1687 BONITA AVE,16135
1595 BLUE SAGE CT,69212
1595 BLUE SAGE CT,69212
4586 APPLE WAY,30829
15409 S 234TH ST,13484
779 ITHACA DR,21150
4780 HARRISON AVE,28489
880 38TH ST,15124
1075 EDINBORO DR,22590
4621 GORDON DR,24294
555 S 45TH ST,22368
555 S 45TH ST,22368
605 GILLASPIE DR,15132
980 S 46TH ST,16421
1487 BROWN CIR,18013
3120 N BROADWAY,1432745
3130 HEIDELBERG DR,26746
1502 CHAMBERS DR,23402
515 HARTFORD DR,16437
1242 SCRUB OAK CIR,41265
2680 STEPHENS RD,21086
3695 LONGWOOD AVE,31028
815 ORMAN DR,21094
3515 LONGWOOD AVE,26356
4325 BUTLER CIR,21747
3130 E AURORA AVE,14599
350 S 38TH ST,18069
995 37TH ST,14670
2930 COLBY DR,22853
& BARBARA K GRANT,20378
3590 EVERETT DR,21285
4620 MACKY WAY,16469
2005 TABLE MESA DR,26953
4766 KELLOGG CIR,32540
6090 CRESTBROOK DR,17743
1150 GREEN CIR,23442
3390 EVERETT DR,20131
830 34TH ST,14941
2990 CARNEGIE DR,26109
940 HARTFORD DR,19725
4795 HANCOCK DR,29850
PO BOX 490,18292
3875 CADDO PKWY,36552
1331 ARAPAHOE AVE,16453
3030 N LAKERIDGE TRL,13842
1011 VIVIAN CIR,14734
2291 ARAPAHOE AV,18173
4550 BROOKFIELD DR,18181
370 S 39TH ST,14758
2850 TABLE MESA DR,21062
4365 DARLEY AVE,17615
10 S 32ND ST,15450
6628 RODRIGO,17194
3260 S IRVING ST #C104,16708
510 36TH  3/4THS RD,15379
1421 BRADLEY DR NO,24811
855 INCA PARKWAY,12441
DE ORTIZ,13938
1915 LEHIGH ST,27446
1105 BEREA DR,17814
3865 BRITTING AVE,12736
1085 ALBION RD,24963
2710 STEPHENS RD,27351
2855 ILIFF ST,29715
695 GILLASPIE DR,14049
1985 VASSAR CIR,30964
2555 VASSAR DR,39792
2300 VASSAR DR,28433
2318 DENNISON LN,29372
2324 DENNISON LN,46956
2324 DENNISON LN,46956
2330 DENNISON LN,43788
2336 DENNISON LN,39553
2354 DENNISON LN,41488
2386 VASSAR DR,42188
2390 VASSAR DR,36234
2410 VASSAR DR,40827
1276 HARRISON CT,45316
1276 HARRISON CT,45316
2490 VASSAR DR,31999
2655 TABLE MESA CT,24262
775 HEARTHSTONE DR,20608
1436 JUDSON DR,19725
2995 CARNEGIE DR,17512
2995 CARNEGIE DR,17512
4330 PRADO DR,41766
2640 ILIFF ST,35040
1271 AIKINS WY,18419
185 S 34TH ST,12481
643 HARTFORD DR,21675
10458 VARESE LN,20736
2137 KALMIA CIR,17743
2137 KALMIA CIR,17743
2620 BRIARWOOD DR,47251
2610 BRIARWOOD DR,34316
MARY WINN CHRESTENSON-BECKER,20951
2265 HILLSDALE CR,32413
2265 HILLSDALE CR,32413
2235 HILLSDALE CIR,27932
2865 EMERSON AVE,20537
1435 FINDLAY WAY,32636
2165 GODDARD PL,25504
4295 MOORHEAD AVE,13779
1480 KENDALL DR,23347
795 YALE RD,20187
560 S 44TH ST,20043
2880 KENYON CIR,20998
1401 BRADLEY DR,22360
165 S 42ND ST,13906
980 HARTFORD DR,18945
2590 YARROW CT,22153
3386 LOYOLA CT,27709
PO BOX 74,20672
875 GILPIN DR,15188
1765 ITHACA DR,31442
418 FARM LN,15052
355 S 42ND ST,14328
1320 CHAMBERS DR,21532
897 ITHACA DR,26053
1202 SCRUB OAK C IR,18865
755 S 44TH ST,26507
3410 HEIDELBERG DR,26992
898 PIMLICO CT,16135
2995 VASSAR DR,27677
2995 VASSAR DR,27677
755 HARTFORD DR,20776
4800 BASELINE RD STE #E104-290,15737
311O KITRELL CT,18061
1280 EDINBORO DR,21190
MARY CALHOUN HOWE,13866
825 MOHAWK DR,13142
4720 HANCOCK DR,31522
757 ITHACA DR,19279
435 S 4OTH ST,16597
2886 LAGRANGE CIR,26268
1550 GREENBRIAR BLVD,25910
120 S 35TH ST,13285
1456 GREENBRIAR BLVD,28043
1456 GREENBRIAR BLVD,28043
811 ITHACA DR,22750
SANDRA A TISDALE TRST,13834
4595 DARLEY AVE,16549
3782 DAVIDSON PL,17162
81 BENTHAVEN PL,20680
620 POPLAR AVE,21182
800 INCA PY,12959
4210 GILPIN DR,6089
3405 MARTIN DR,33432
169 GAP RD,27979
3130 KITTRELL CT,36696
3140 KITTRELL CT,35931
3140 KITTRELL CT,35931
1080 ITHACA DR,20171
3342 SENTINEL DR,17472
605 N FRANKLIN ST,13994
5040 LEE HILL DR,15721
3160 AURORA AVE,16286
820 30TH ST,14384
4450 CHIPPEWA DR,15641
945 35TH ST,14137
1000 35TH ST,16605
5217 OLD SPICEWOOD SPRINGS RD APT 902,15657
887 CHERRYVALE RD,16151
7289 PETURSDALE CT,14718
5823 ORCHARD CREEK LN,17440
3155 E AURORA AV,16055
PMB 510,14933
3550 MADISON AVE,15458
3550 MADISON AVE,15458
3550 MADISON AVE,15458
3550 MADISON AVE,15458
3590 MADISON AVE,14750
3210 DARLEY AVE,24302
365 MOHAWK DR,17297
1310 GEORGETOWN RD,27191
LORI S,17138
725 INCA PKWY,14169
2901 OLYMPIA LN,14256
1110 FAIRFIELD DR,18969
1140 FAIRFIELD DR,16676
1210 FAIRFIELD DR,18587
1390 FAIRFIELD DR,27932
922 LORNE WAY,36481
1160 EDINBORO DR,19032
2610 VASSAR DR.,22766
905 HARTFORD DR,17791
1345 HARTFORD,24549
